TEAM_ID,PACKET_COUNT,UPTIME_MS,GPS_LAT,GPS_LONG,GPS_ALT_M,TEMP_C,PRESSURE_HPA,OXYGEN_PCT,HUMIDITY_PCT,ECO2_PPM,TVOC_PPB,SPEC_415,SPEC_445,SPEC_480,SPEC_515,SPEC_555,SPEC_590,SPEC_630,SPEC_680,CLEAR,NIR,DT_SCORE,NH3_ppm,CO_ppm,NO2_ppm,LUX
ORG,1,4500,53.923927,261.018613,12.9,30.42,1015.61,20.7995,20.59,400,0,62,67,94,115,225,293,367,488,2022,1874,1,0.292,7.199,0.418,106.91
ORG,2,6812,53.923928,0.970284,12.9,30.19,1015.62,20.805401,20.52,400,0,113,141,196,242,308,397,526,715,1644,1431,1,0.296,5.066,0.418,228.56
ORG,1,2969,53.923928,0.970283,12.9,30.65,1015.54,-1,21.35,400,0,9,9,10,22,23,16,15,18,143,247,-1,0.302,7.199,0.415,-1
ORG,2,4012,53.923929,0.970283,12.9,30.45,1015.49,-1,21.16,400,0,9,9,10,22,23,16,14,18,142,245,-1,0.304,4.565,0.413,-1
ORG,3,5749,25.714581,0.970283,32511.5,30.27,1015.51,-1,20.93,400,0,9,9,10,21,22,16,15,18,142,245,-1,0.289,4.821,0.422,-1
ORG,4,6791,260.985845,0.970283,32512.5,30.17,1015.52,-1,20.87,400,0,8,8,9,21,22,16,14,17,135,231,-1,0.289,4.541,0.422,-1
ORG,5,8565,53.923929,0.970283,12.9,30.07,1015.52,-1,20.72,400,0,8,8,9,20,21,15,13,16,130,220,-1,0.289,4.846,0.424,-1
ORG,6,9607,261.007691,261.935845,32767.5,30.03,1015.52,-1,20.66,400,0,8,8,9,21,22,15,13,16,133,228,-1,0.289,4.529,0.425,-1
ORG,7,11374,53.923929,0.970283,12.9,29.97,1015.54,-1,20.53,400,0,8,7,8,20,21,14,12,15,124,210,-1,0.29,4.84,0.426,-1
ORG,8,12416,53.923929,0.970283,12.9,29.96,1015.55,-1,20.51,400,0,7,7,8,19,20,13,11,13,109,179,-1,0.29,4.541,0.427,-1
ORG,9,14154,53.923929,0.970283,12.9,29.92,1015.55,-1,20.47,400,0,5,4,5,17,18,9,7,9,80,116,-1,0.29,4.833,0.428,-1
ORG,10,15196,53.923929,0.970283,12.9,29.93,1015.55,-1,20.46,400,0,4,4,4,16,17,9,7,8,73,101,-1,0.291,4.541,0.428,-1
ORG,11,16933,53.923929,0.970283,12.9,29.91,1015.54,-1,20.43,400,0,4,4,4,16,18,9,7,8,75,106,-1,0.289,4.827,0.43,-1
ORG,12,17973,56.635845,0.970283,12.9,29.94,1015.57,-1,20.43,405,2,4,4,5,16,18,9,7,8,80,116,-1,0.291,4.541,0.43,-1
ORG,1,4282,53.92393,0.970281,13,30.95,1015.48,20.723801,20.55,400,0,7,7,8,20,21,14,12,15,123,209,-1,0.289,7.182,0.442,-1
ORG,2,6592,53.92393,0.970281,13,30.75,1015.52,20.7495,20.3,400,0,10,10,11,23,24,19,17,20,171,320,-1,0.297,5.086,0.437,-1
ORG,3,9631,53.92393,0.970281,13,30.58,1015.56,20.762501,20.25,400,0,10,9,10,22,23,17,15,18,155,282,-1,0.296,5.375,0.438,-1
ORG,4,11939,53.92393,0.970281,13,30.47,1015.58,20.744699,20.25,400,0,10,10,11,23,23,18,16,19,161,295,-1,0.294,5.092,0.438,-1
ORG,5,14978,53.92393,0.970281,13.1,30.39,1015.59,20.7803,20.24,400,0,10,10,11,23,23,18,16,19,162,297,-1,0.294,5.389,0.438,-1
ORG,6,17286,53.92393,0.970281,13.1,30.33,1015.6,20.763901,20.19,400,0,10,10,11,23,24,18,16,19,164,300,-1,0.293,5.092,0.439,-1
ORG,7,20325,53.92393,0.970281,13.1,30.29,1015.62,20.810101,20.04,400,0,10,10,11,23,23,18,16,19,159,288,-1,0.292,5.341,0.44,-1
ORG,1,4280,53.92391,0.970261,13.1,31.36,1015.7,20.778999,19.71,400,0,9,9,10,22,23,16,14,17,143,253,-1,0.336,2.749,0.39,-1
ORG,2,6591,53.923919,0.970278,14.2,31.07,1015.61,20.8067,19.54,400,0,9,9,10,22,23,16,14,17,143,254,-1,0.319,4.955,0.394,-1
ORG,3,9598,53.923922,0.970287,14.5,30.89,1015.62,20.768299,19.55,400,0,9,9,10,22,23,16,14,17,146,259,-1,0.289,5.185,0.407,-1
